Date,Service,Admissions,Durée séjour (jours),Lits disponibles,Médecins,Infirmiers,Température (°C),Asthme (cas),Blessures (cas),Budget (euros),Stock Médicaments,Stock Consommables,Commandes Médicaments,Commandes Consommables,Capacité Max Médicaments,Capacité Max Consommables
2023-06-30,Orthopédie,32,2.43,0,11,26,22,0,32,45906,885,3815,347,0,1500,6000
2023-06-30,Pneumologie,18,3.3,6,9,24,21,3,0,31144,959,3754,0,2178,1300,5000
2023-07-01,Orthopédie,28,2.68,0,13,22,30,0,35,47642,923,3657,0,1837,1500,6000
2023-07-01,Pneumologie,13,4.1,12,12,22,25,2,0,31316,946,3740,0,2207,1300,5000
2023-07-02,Orthopédie,37,2.65,0,14,24,27,0,30,46357,949,3658,0,1237,1500,6000
2023-07-02,Pneumologie,14,3.21,20,14,24,29,2,0,33556,973,3870,0,0,1300,5000
2023-07-03,Orthopédie,32,2.48,0,13,24,28,0,31,44085,957,3689,0,1450,1500,6000
2023-07-03,Pneumologie,10,3.07,42,14,27,29,1,0,36518,976,3880,0,0,1300,5000
2023-07-04,Orthopédie,26,2.85,3,13,26,28,0,33,47269,941,3689,0,2441,1500,6000
2023-07-04,Pneumologie,18,4.15,0,12,26,27,2,0,38410,907,3835,0,0,1300,5000
2023-07-05,Orthopédie,36,2.44,0,13,26,29,0,37,43851,944,3609,0,1105,1500,6000
2023-07-05,Pneumologie,12,3.22,31,11,24,29,2,0,38013,960,3823,0,0,1300,5000
2023-07-06,Orthopédie,29,2.02,21,14,25,28,0,34,43134,956,3804,0,0,1500,6000
2023-07-06,Pneumologie,11,3.88,31,10,26,27,2,0,34435,940,3828,0,0,1300,5000
2023-07-07,Orthopédie,36,2.92,4,14,26,27,0,38,47295,897,3619,250,1013,1500,6000
2023-07-07,Pneumologie,8,3.55,43,13,26,26,1,0,36286,982,3923,0,0,1300,5000
2023-07-08,Orthopédie,32,2.04,10,13,24,26,0,33,44769,938,3678,0,2170,1500,6000
2023-07-08,Pneumologie,19,3.54,3,13,23,27,2,0,31489,938,3831,0,0,1300,5000
2023-07-09,Orthopédie,33,2.2,0,10,24,30,0,33,48933,896,3800,342,0,1500,6000
2023-07-09,Pneumologie,13,4.91,8,12,23,30,2,0,35442,947,3845,0,0,1300,5000
2023-07-10,Orthopédie,27,3.11,0,10,26,29,0,36,45948,954,3651,0,1786,1500,6000
2023-07-10,Pneumologie,14,4.01,11,12,27,30,2,0,37890,946,3771,0,2307,1300,5000
2023-07-11,Orthopédie,30,3.24,5,10,25,25,0,36,42425,920,3578,0,1772,1500,6000
2023-07-11,Pneumologie,13,4.85,5,12,26,30,2,0,37006,963,3783,0,1194,1300,5000
2023-07-12,Orthopédie,38,2.35,2,12,24,26,0,38,42097,922,3776,0,1334,1500,6000
2023-07-12,Pneumologie,16,3.15,20,10,23,25,2,0,31612,936,3782,0,1010,1300,5000
2023-07-13,Orthopédie,35,3.56,4,11,26,27,0,35,41585,825,3487,220,1384,1500,6000
2023-07-13,Pneumologie,7,3.72,39,12,26,28,1,0,33231,980,3933,0,0,1300,5000
2023-07-14,Orthopédie,29,3.87,0,12,25,26,0,29,44084,866,3530,308,1040,1500,6000
2023-07-14,Pneumologie,11,3.45,35,14,25,25,1,0,35081,952,3851,0,0,1300,5000
2023-07-15,Orthopédie,25,2.49,8,11,26,30,0,33,47117,967,3755,0,2085,1500,6000
2023-07-15,Pneumologie,18,4.24,3,13,23,27,3,0,32879,938,3807,0,0,1300,5000
2023-07-16,Orthopédie,36,2.52,4,14,27,28,0,28,44884,867,3681,464,1282,1500,6000
2023-07-16,Pneumologie,8,3.06,48,12,27,27,1,0,37827,978,3894,0,0,1300,5000
2023-07-17,Orthopédie,33,2.24,4,12,25,26,0,38,42629,957,3653,0,2049,1500,6000
2023-07-17,Pneumologie,11,3.74,26,13,23,27,1,0,32104,940,3891,0,0,1300,5000
2023-07-18,Orthopédie,34,2.82,2,13,23,27,0,34,42709,906,3612,0,1472,1500,6000
2023-07-18,Pneumologie,12,4.21,17,10,25,25,1,0,38505,946,3880,0,0,1300,5000
2023-07-19,Orthopédie,28,2.93,0,14,23,27,0,30,42189,958,3610,0,1040,1500,6000
2023-07-19,Pneumologie,8,3.16,48,14,24,30,1,0,32484,964,3918,0,0,1300,5000
2023-07-20,Orthopédie,30,2.88,0,11,25,29,0,30,42523,954,3774,0,2209,1500,6000
2023-07-20,Pneumologie,12,3.5,26,11,25,29,2,0,37415,976,3896,0,0,1300,5000
2023-07-21,Orthopédie,35,2.86,0,13,26,30,0,35,44526,904,3689,0,2320,1500,6000
2023-07-21,Pneumologie,10,3.28,35,12,23,29,1,0,36025,970,3934,0,0,1300,5000
2023-07-22,Orthopédie,30,3.42,3,14,25,29,0,34,45443,898,3750,263,2047,1500,6000
2023-07-22,Pneumologie,10,3.75,34,12,25,28,1,0,36942,954,3846,0,0,1300,5000
2023-07-23,Orthopédie,34,2.21,2,10,27,27,0,32,42071,940,3797,0,1690,1500,6000
2023-07-23,Pneumologie,6,4.86,42,11,24,29,0,0,33725,976,3888,0,0,1300,5000
2023-07-24,Orthopédie,38,3.21,2,13,24,25,0,31,46843,870,3739,495,2292,1500,6000
2023-07-24,Pneumologie,10,3.82,34,13,25,25,1,0,32222,981,3877,0,0,1300,5000
2023-07-25,Orthopédie,27,2.2,15,10,25,28,0,31,43943,967,3741,0,2159,1500,6000
2023-07-25,Pneumologie,20,4.22,0,10,26,27,3,0,38549,914,3747,0,1696,1300,5000
2023-07-26,Orthopédie,32,2.49,0,10,25,28,0,32,48367,955,3788,0,2141,1500,6000
2023-07-26,Pneumologie,11,4.02,26,10,25,29,2,0,37869,958,3813,0,0,1300,5000
2023-07-27,Orthopédie,30,2.71,0,11,27,28,0,30,48233,943,3650,0,1816,1500,6000
2023-07-27,Pneumologie,6,4.01,40,11,27,26,0,0,37510,968,3902,0,0,1300,5000
2023-07-28,Orthopédie,27,2.98,0,10,23,28,0,31,45155,888,3736,395,1238,1500,6000
2023-07-28,Pneumologie,11,4.89,16,10,27,30,1,0,35586,939,3794,0,2351,1300,5000
2023-07-29,Orthopédie,28,3.37,2,12,27,30,0,31,45742,932,3586,0,2237,1500,6000
2023-07-29,Pneumologie,12,4.11,25,14,25,26,2,0,31187,930,3854,0,0,1300,5000
2023-07-30,Orthopédie,36,2.19,4,14,24,29,0,26,44750,898,3766,301,2428,1500,6000
2023-07-30,Pneumologie,12,4.35,19,10,27,30,1,0,38181,960,3829,0,0,1300,5000
2023-07-31,Orthopédie,35,2.1,0,10,23,26,0,29,42779,911,3654,0,1708,1500,6000
2023-07-31,Pneumologie,14,3.61,22,14,25,28,2,0,31394,937,3878,0,0,1300,5000
2023-08-01,Orthopédie,29,3.16,2,13,27,26,0,35,44290,954,3617,0,1188,1500,6000
2023-08-01,Pneumologie,11,3.44,30,14,26,28,1,0,36011,961,3918,0,0,1300,5000
2023-08-02,Orthopédie,35,2.79,0,12,27,24,0,25,43923,921,3693,0,1124,1500,6000
2023-08-02,Pneumologie,14,3.23,28,15,24,23,2,0,32273,970,3784,0,1389,1300,5000
2023-08-03,Orthopédie,25,3.04,3,13,28,28,0,33,46046,905,3838,0,0,1500,6000
2023-08-03,Pneumologie,18,4.25,0,11,28,27,2,0,36060,933,3646,0,1924,1300,5000
2023-08-04,Orthopédie,26,3.13,2,15,28,27,0,34,44696,899,3671,413,1042,1500,6000
2023-08-04,Pneumologie,11,3.68,25,12,25,26,1,0,37982,955,3834,0,0,1300,5000
2023-08-05,Orthopédie,28,3.05,0,12,27,23,0,32,42897,893,3590,430,2247,1500,6000
2023-08-05,Pneumologie,10,4.36,31,15,27,25,1,0,31958,961,3827,0,0,1300,5000
2023-08-06,Orthopédie,31,2.25,6,12,24,25,0,33,46650,904,3734,0,1022,1500,6000
2023-08-06,Pneumologie,7,4.88,37,14,24,28,1,0,37903,966,3881,0,0,1300,5000
2023-08-07,Orthopédie,32,2.25,0,13,27,25,0,27,48355,909,3719,0,1089,1500,6000
2023-08-07,Pneumologie,10,3.74,30,15,28,25,1,0,35004,956,3839,0,0,1300,5000
2023-08-08,Orthopédie,30,3.91,0,13,28,24,0,26,47613,909,3418,0,2016,1500,6000
2023-08-08,Pneumologie,16,4.45,0,12,27,25,2,0,33976,928,3732,0,1695,1300,5000
2023-08-09,Orthopédie,27,3.92,0,11,28,28,0,23,43598,897,3512,231,1814,1500,6000
2023-08-09,Pneumologie,16,4.69,0,15,25,24,2,0,33054,891,3779,367,2477,1300,5000
2023-08-10,Orthopédie,25,3.36,5,13,26,23,0,29,48421,923,3619,0,2082,1500,6000
2023-08-10,Pneumologie,11,4.73,20,12,24,28,2,0,34160,946,3855,0,0,1300,5000
2023-08-11,Orthopédie,27,2.95,0,13,27,24,0,31,42567,945,3717,0,2067,1500,6000
2023-08-11,Pneumologie,9,3.48,40,14,26,26,1,0,31947,977,3877,0,0,1300,5000
2023-08-12,Orthopédie,33,2.29,0,13,26,26,0,31,44433,915,3781,0,2011,1500,6000
2023-08-12,Pneumologie,17,4.76,0,13,27,25,2,0,33264,892,3820,431,0,1300,5000
2023-08-13,Orthopédie,24,3.03,2,13,24,26,0,31,47741,907,3828,0,0,1500,6000
2023-08-13,Pneumologie,17,3.75,7,11,26,27,2,0,37342,930,3768,0,2239,1300,5000
2023-08-14,Orthopédie,33,3.6,0,13,25,23,0,30,48999,858,3473,256,1544,1500,6000
2023-08-14,Pneumologie,11,4.12,24,11,24,25,2,0,34122,944,3823,0,0,1300,5000
2023-08-15,Orthopédie,27,3.61,1,15,26,23,0,23,46242,910,3626,0,2069,1500,6000
2023-08-15,Pneumologie,17,3.21,12,12,28,27,2,0,31970,962,3875,0,0,1300,5000
2023-08-16,Orthopédie,29,2.08,10,11,28,27,0,22,46582,926,3849,0,0,1500,6000
2023-08-16,Pneumologie,18,3.84,0,13,28,25,3,0,31151,937,3727,0,2461,1300,5000
2023-08-17,Orthopédie,27,2.61,5,11,26,25,0,23,44881,961,3742,0,1838,1500,6000
2023-08-17,Pneumologie,12,3.49,26,12,28,24,1,0,36846,966,3863,0,0,1300,5000
2023-08-18,Orthopédie,22,3.06,4,12,25,24,0,28,46676,936,3845,0,0,1500,6000
2023-08-18,Pneumologie,18,3.91,0,13,26,23,3,0,32645,927,3802,0,0,1300,5000
2023-08-19,Orthopédie,24,2.66,9,12,27,23,0,29,47937,924,3703,0,1161,1500,6000
2023-08-19,Pneumologie,15,4.82,0,12,28,26,2,0,33027,935,3794,0,1254,1300,5000
2023-08-20,Orthopédie,22,2.86,12,11,24,28,0,27,44595,925,3843,0,0,1500,6000
2023-08-20,Pneumologie,16,3.48,15,13,26,28,2,0,36021,927,3825,0,0,1300,5000
2023-08-21,Orthopédie,22,3.71,5,14,28,27,0,28,42020,905,3631,0,1135,1500,6000
2023-08-21,Pneumologie,9,3.36,38,12,24,24,1,0,36154,964,3927,0,0,1300,5000
2023-08-22,Orthopédie,33,3.32,1,12,24,23,0,20,47652,852,3546,463,1002,1500,6000
2023-08-22,Pneumologie,13,4.93,0,11,27,25,2,0,37228,949,3744,0,1348,1300,5000
2023-08-23,Orthopédie,27,3.16,0,11,26,24,0,22,48951,938,3677,0,1796,1500,6000
2023-08-23,Pneumologie,16,3.4,20,14,26,28,2,0,34435,960,3859,0,0,1300,5000
2023-08-24,Orthopédie,18,2.7,21,15,25,25,0,26,43499,935,3863,0,0,1500,6000
2023-08-24,Pneumologie,16,3.59,15,13,26,28,3,0,34276,918,3755,0,2437,1300,5000
2023-08-25,Orthopédie,32,2.44,0,12,27,27,0,23,42778,911,3739,0,1895,1500,6000
2023-08-25,Pneumologie,19,3.12,6,13,24,28,3,0,31601,928,3847,0,0,1300,5000
2023-08-26,Orthopédie,21,3.4,5,12,24,26,0,26,47139,916,3715,0,1573,1500,6000
2023-08-26,Pneumologie,15,3.66,19,15,27,27,2,0,34983,965,3877,0,0,1300,5000
2023-08-27,Orthopédie,27,3.63,0,13,27,28,0,19,46070,904,3741,0,1958,1500,6000
2023-08-27,Pneumologie,19,4.01,1,14,25,24,2,0,31281,948,3699,0,1881,1300,5000
2023-08-28,Orthopédie,28,2.46,3,12,24,27,0,26,41995,913,3670,0,2041,1500,6000
2023-08-28,Pneumologie,22,3.38,0,14,28,24,3,0,32392,942,3803,0,0,1300,5000
2023-08-29,Orthopédie,22,3.28,0,11,24,27,0,21,41765,916,3840,0,0,1500,6000
2023-08-29,Pneumologie,9,3.9,30,11,28,27,1,0,35527,969,3894,0,0,1300,5000
2023-08-30,Orthopédie,19,3.5,3,15,27,28,0,18,43870,945,3701,0,1555,1500,6000
2023-08-30,Pneumologie,15,4.1,5,14,28,28,2,0,38417,937,3847,0,0,1300,5000
2023-08-31,Orthopédie,26,2.67,10,11,26,26,0,26,42932,953,3720,0,1830,1500,6000
2023-08-31,Pneumologie,17,3.55,7,15,24,24,2,0,31213,961,3719,0,1652,1300,5000
2023-09-01,Orthopédie,23,3.62,0,12,24,23,0,17,45408,942,3824,0,0,1500,6000
2023-09-01,Pneumologie,11,4.23,24,13,24,24,2,0,38919,965,3777,0,1115,1300,5000
2023-09-02,Orthopédie,24,2.37,15,13,25,19,0,22,42100,925,3866,0,0,1500,6000
2023-09-02,Pneumologie,16,3.49,13,14,28,20,2,0,35718,936,3871,0,0,1300,5000
2023-09-03,Orthopédie,17,3.99,12,12,26,24,0,18,47190,958,3831,0,0,1500,6000
2023-09-03,Pneumologie,10,4.98,25,14,25,21,1,0,37273,975,3812,0,0,1300,5000
2023-09-04,Orthopédie,27,2.92,4,11,25,22,0,23,47703,893,3779,224,1292,1500,6000
2023-09-04,Pneumologie,12,4.83,15,13,27,21,2,0,32951,940,3877,0,0,1300,5000
2023-09-05,Orthopédie,24,3.81,0,13,24,24,0,19,43519,929,3636,0,1318,1500,6000
2023-09-05,Pneumologie,12,3.0,31,15,27,20,2,0,37225,949,3877,0,0,1300,5000
2023-09-06,Orthopédie,23,2.81,7,14,24,19,0,17,42159,932,3761,0,2004,1500,6000
2023-09-06,Pneumologie,19,4.13,0,15,28,19,3,0,35625,919,3615,0,2168,1300,5000
2023-09-07,Orthopédie,19,2.54,27,11,25,24,0,25,42679,928,3810,0,0,1500,6000
2023-09-07,Pneumologie,18,3.63,2,12,25,22,3,0,34506,936,3869,0,0,1300,5000
2023-09-08,Orthopédie,19,2.55,26,15,24,24,0,19,42942,964,3797,0,1114,1500,6000
2023-09-08,Pneumologie,16,4.58,0,11,25,19,3,0,36199,916,3705,0,1737,1300,5000
2023-09-09,Orthopédie,20,2.74,20,11,27,20,0,18,43129,956,3805,0,0,1500,6000
2023-09-09,Pneumologie,14,3.75,14,11,24,24,2,0,32446,960,3796,0,2160,1300,5000
2023-09-10,Orthopédie,17,3.61,14,13,28,24,0,15,46252,921,3721,0,1288,1500,6000
2023-09-10,Pneumologie,17,3.63,11,11,28,24,3,0,32464,938,3833,0,0,1300,5000
2023-09-11,Orthopédie,19,3.37,13,13,24,22,0,14,46793,944,3782,0,1102,1500,6000
2023-09-11,Pneumologie,19,4.92,3,14,27,23,3,0,35852,927,3631,0,1323,1300,5000
2023-09-12,Orthopédie,17,2.99,22,14,26,19,0,21,41359,952,3804,0,0,1500,6000
2023-09-12,Pneumologie,19,3.3,8,14,28,23,2,0,36969,923,3792,0,1924,1300,5000
2023-09-13,Orthopédie,19,3.3,12,14,26,19,0,22,44318,924,3789,0,1101,1500,6000
2023-09-13,Pneumologie,19,3.69,3,14,24,22,2,0,32015,898,3798,487,1229,1300,5000
2023-09-14,Orthopédie,28,2.65,5,12,25,19,0,13,41230,909,3798,0,1074,1500,6000
2023-09-14,Pneumologie,19,4.31,5,14,28,20,3,0,37041,905,3797,0,2011,1300,5000
2023-09-15,Orthopédie,18,3.36,14,12,27,22,0,19,41877,949,3841,0,0,1500,6000
2023-09-15,Pneumologie,16,3.86,12,12,26,20,2,0,34221,964,3809,0,0,1300,5000
2023-09-16,Orthopédie,16,3.11,29,15,27,20,0,22,45521,942,3827,0,0,1500,6000
2023-09-16,Pneumologie,20,3.68,1,15,24,20,3,0,33153,962,3691,0,2143,1300,5000
2023-09-17,Orthopédie,14,2.45,40,11,27,21,0,22,45141,960,3862,0,0,1500,6000
2023-09-17,Pneumologie,16,3.85,8,15,25,20,2,0,35307,967,3733,0,2002,1300,5000
2023-09-18,Orthopédie,26,3.62,0,13,27,19,0,17,43635,877,3641,210,1713,1500,6000
2023-09-18,Pneumologie,23,4.37,3,13,26,20,4,0,31031,884,3590,470,1352,1300,5000
2023-09-19,Orthopédie,20,2.01,36,14,26,22,0,16,48121,953,3849,0,0,1500,6000
2023-09-19,Pneumologie,24,4.28,1,14,26,19,4,0,33553,901,3773,0,1132,1300,5000
2023-09-20,Orthopédie,18,4.0,7,11,25,21,0,19,48160,949,3764,0,1113,1500,6000
2023-09-20,Pneumologie,17,3.68,3,14,27,20,3,0,37170,916,3769,0,2319,1300,5000
2023-09-21,Orthopédie,26,3.73,4,13,25,22,0,12,46374,869,3727,256,1793,1500,6000
2023-09-21,Pneumologie,23,4.71,0,11,27,21,4,0,33238,866,3629,383,1741,1300,5000
2023-09-22,Orthopédie,23,2.67,8,11,27,22,0,11,44043,922,3723,0,2278,1500,6000
2023-09-22,Pneumologie,22,4.4,0,11,26,20,4,0,38961,886,3572,457,1174,1300,5000
2023-09-23,Orthopédie,19,2.74,27,14,26,21,0,11,43257,973,3825,0,0,1500,6000
2023-09-23,Pneumologie,25,4.16,0,13,27,22,3,0,32160,850,3504,391,1898,1300,5000
2023-09-24,Orthopédie,24,2.91,6,11,27,23,0,16,48633,952,3685,0,1878,1500,6000
2023-09-24,Pneumologie,25,4.72,0,15,27,21,4,0,37769,919,3701,0,1959,1300,5000
2023-09-25,Orthopédie,23,2.99,6,12,25,19,0,14,48746,899,3728,262,1013,1500,6000
2023-09-25,Pneumologie,27,4.68,0,11,25,19,5,0,38706,840,3675,407,1908,1300,5000
2023-09-26,Orthopédie,21,2.71,20,14,27,21,0,14,41096,932,3727,0,1121,1500,6000
2023-09-26,Pneumologie,24,4.07,1,11,27,19,3,0,31689,906,3607,0,1481,1300,5000
2023-09-27,Orthopédie,17,2.59,34,14,24,20,0,9,47319,945,3874,0,0,1500,6000
2023-09-27,Pneumologie,29,4.58,0,14,25,23,5,0,37104,851,3618,401,2348,1300,5000
2023-09-28,Orthopédie,24,3.95,0,14,28,22,0,12,44659,893,3692,375,2038,1500,6000
2023-09-28,Pneumologie,29,3.77,0,12,25,24,4,0,32805,899,3540,400,1364,1300,5000
2023-09-29,Orthopédie,13,3.09,35,11,25,22,0,17,48713,949,3912,0,0,1500,6000
2023-09-29,Pneumologie,24,3.64,0,14,28,24,4,0,37143,905,3612,0,2073,1300,5000
2023-09-30,Orthopédie,14,2.09,50,12,24,20,0,14,43205,958,3907,0,0,1500,6000
2023-09-30,Pneumologie,21,4.19,1,14,27,19,3,0,37654,880,3677,200,1110,1300,5000
2023-10-01,Orthopédie,16,2.38,36,13,24,13,0,18,46415,966,3850,0,0,1500,6000
2023-10-01,Pneumologie,28,3.24,3,11,26,13,5,0,38223,913,3711,0,2470,1300,5000
2023-10-02,Orthopédie,16,3.45,21,14,24,18,0,16,41656,963,3785,0,1869,1500,6000
2023-10-02,Pneumologie,22,4.41,0,15,26,18,3,0,37117,893,3738,453,1890,1300,5000
2023-10-03,Orthopédie,21,3.84,2,11,25,13,0,15,45006,907,3706,0,1574,1500,6000
2023-10-03,Pneumologie,20,4.77,2,15,24,18,3,0,34729,878,3616,295,1851,1300,5000
2023-10-04,Orthopédie,15,2.93,33,13,26,15,0,18,46265,944,3835,0,0,1500,6000
2023-10-04,Pneumologie,27,4.31,0,12,28,18,4,0,38057,889,3654,244,2455,1300,5000
2023-10-05,Orthopédie,14,3.91,18,14,26,17,0,15,48937,926,3784,0,2424,1500,6000
2023-10-05,Pneumologie,24,3.06,3,12,28,14,3,0,36344,958,3736,0,2255,1300,5000
2023-10-06,Orthopédie,18,2.39,32,11,28,18,0,12,43725,954,3831,0,0,1500,6000
2023-10-06,Pneumologie,29,4.62,0,12,28,15,4,0,37008,809,3563,406,1739,1300,5000
2023-10-07,Orthopédie,18,3.0,26,13,24,13,0,14,45820,957,3847,0,0,1500,6000
2023-10-07,Pneumologie,30,4.99,5,12,28,15,5,0,34609,836,3453,428,1411,1300,5000
2023-10-08,Orthopédie,18,2.99,22,13,25,14,0,16,45018,936,3775,0,1326,1500,6000
2023-10-08,Pneumologie,29,4.45,5,13,24,18,5,0,33945,820,3667,306,1231,1300,5000
2023-10-09,Orthopédie,19,2.02,33,11,25,16,0,11,45978,957,3903,0,0,1500,6000
2023-10-09,Pneumologie,24,4.97,0,15,24,15,4,0,33045,911,3605,0,1052,1300,5000
2023-10-10,Orthopédie,15,3.59,16,11,24,16,0,6,48674,947,3798,0,1552,1500,6000
2023-10-10,Pneumologie,24,4.0,3,13,28,15,4,0,34849,921,3734,0,2227,1300,5000
2023-10-11,Orthopédie,21,2.02,32,11,26,17,0,13,43890,969,3813,0,0,1500,6000
2023-10-11,Pneumologie,25,4.17,5,13,27,14,3,0,36736,908,3505,0,1109,1300,5000
2023-10-12,Orthopédie,13,3.38,31,11,27,15,0,15,48196,973,3798,0,1899,1500,6000
2023-10-12,Pneumologie,27,4.94,0,12,28,15,5,0,33656,847,3653,202,2374,1300,5000
2023-10-13,Orthopédie,17,3.34,20,11,27,17,0,9,43546,931,3837,0,0,1500,6000
2023-10-13,Pneumologie,26,3.15,0,14,24,13,4,0,33832,890,3654,491,1175,1300,5000
2023-10-14,Orthopédie,20,2.45,23,14,26,15,0,15,44337,975,3824,0,0,1500,6000
2023-10-14,Pneumologie,32,3.45,0,14,26,16,5,0,34545,862,3564,392,1425,1300,5000
2023-10-15,Orthopédie,22,3.79,4,15,27,13,0,12,45921,946,3752,0,2008,1500,6000
2023-10-15,Pneumologie,33,4.9,0,11,26,14,6,0,36781,803,3607,451,2036,1300,5000
2023-10-16,Orthopédie,22,2.27,20,13,27,16,0,6,46884,945,3780,0,1228,1500,6000
2023-10-16,Pneumologie,29,3.61,2,13,27,15,5,0,32731,893,3584,231,1032,1300,5000
2023-10-17,Orthopédie,18,2.34,30,13,28,16,0,5,47540,956,3872,0,0,1500,6000
2023-10-17,Pneumologie,31,3.26,2,15,27,17,6,0,32818,870,3691,210,1981,1300,5000
2023-10-18,Orthopédie,20,2.52,25,11,28,18,0,9,41664,958,3783,0,1656,1500,6000
2023-10-18,Pneumologie,36,3.94,0,13,28,13,6,0,38326,929,3708,0,2289,1300,5000
2023-10-19,Orthopédie,11,3.96,36,14,26,13,0,13,47896,962,3829,0,0,1500,6000
2023-10-19,Pneumologie,28,4.34,0,12,25,17,5,0,37729,856,3438,352,1730,1300,5000
2023-10-20,Orthopédie,20,2.09,34,14,27,17,0,5,46450,973,3809,0,0,1500,6000
2023-10-20,Pneumologie,30,3.36,5,11,28,14,5,0,35531,885,3607,285,2045,1300,5000
2023-10-21,Orthopédie,12,3.84,27,12,26,18,0,7,44206,953,3853,0,0,1500,6000
2023-10-21,Pneumologie,26,4.25,3,11,24,16,4,0,31578,935,3515,0,2037,1300,5000
2023-10-22,Orthopédie,12,2.87,41,12,28,16,0,4,46948,958,3890,0,0,1500,6000
2023-10-22,Pneumologie,28,3.32,3,13,27,18,4,0,35481,931,3708,0,1231,1300,5000
2023-10-23,Orthopédie,15,2.27,45,13,27,16,0,5,48391,979,3931,0,0,1500,6000
2023-10-23,Pneumologie,28,4.57,2,11,28,14,4,0,37890,858,3492,212,1144,1300,5000
2023-10-24,Orthopédie,21,2.67,20,15,25,13,0,11,41169,969,3880,0,0,1500,6000
2023-10-24,Pneumologie,33,4.52,0,14,28,15,6,0,31924,859,3288,313,1783,1300,5000
2023-10-25,Orthopédie,20,3.31,13,14,24,13,0,5,48488,949,3862,0,0,1500,6000
2023-10-25,Pneumologie,31,3.64,1,11,27,13,4,0,31926,853,3766,454,2149,1300,5000
2023-10-26,Orthopédie,12,3.71,31,12,28,17,0,6,45791,940,3857,0,0,1500,6000
2023-10-26,Pneumologie,31,4.46,4,14,28,17,5,0,38492,805,3523,411,1836,1300,5000
2023-10-27,Orthopédie,13,3.26,37,15,28,13,0,14,45231,942,3804,0,0,1500,6000
2023-10-27,Pneumologie,31,4.34,3,12,25,16,6,0,33039,860,3522,398,1714,1300,5000
2023-10-28,Orthopédie,22,3.63,0,12,28,13,0,5,44374,952,3647,0,2178,1500,6000
2023-10-28,Pneumologie,29,4.53,0,14,27,14,5,0,32416,880,3569,476,1620,1300,5000
2023-10-29,Orthopédie,21,2.27,27,14,24,16,0,13,44876,973,3771,0,2343,1500,6000
2023-10-29,Pneumologie,31,4.68,4,14,28,16,6,0,32741,827,3456,287,1321,1300,5000
2023-10-30,Orthopédie,17,2.11,34,14,28,17,0,10,46747,974,3842,0,0,1500,6000
2023-10-30,Pneumologie,30,3.14,0,12,26,18,5,0,34704,891,3600,421,2249,1300,5000
2023-10-31,Orthopédie,21,3.58,0,14,28,13,0,6,44213,915,3804,0,0,1500,6000
2023-10-31,Pneumologie,29,3.17,2,12,24,18,5,0,31061,911,3642,0,1068,1300,5000
2023-11-01,Orthopédie,17,2.7,34,12,27,8,0,11,45655,944,3797,0,1912,1500,6000
2023-11-01,Pneumologie,29,3.38,5,15,26,9,5,0,31755,871,3689,432,1758,1300,5000
2023-11-02,Orthopédie,19,3.71,3,11,25,10,0,3,48555,923,3816,0,0,1500,6000
2023-11-02,Pneumologie,28,4.87,0,14,24,13,4,0,36996,823,3473,438,2160,1300,5000
2023-11-03,Orthopédie,17,3.46,14,14,25,10,0,3,48750,962,3724,0,2116,1500,6000
2023-11-03,Pneumologie,31,4.9,4,15,24,8,5,0,35578,848,3560,410,2184,1300,5000
2023-11-04,Orthopédie,17,2.2,38,13,28,10,0,10,41040,953,3887,0,0,1500,6000
2023-11-04,Pneumologie,33,3.55,2,15,25,11,5,0,37018,942,3420,0,2266,1300,5000
2023-11-05,Orthopédie,19,3.42,7,14,25,9,0,2,42805,957,3744,0,2194,1500,6000
2023-11-05,Pneumologie,27,3.82,0,15,25,10,4,0,38991,929,3568,0,1003,1300,5000
2023-11-06,Orthopédie,20,3.79,5,13,26,12,0,12,44695,939,3796,0,1340,1500,6000
2023-11-06,Pneumologie,27,3.39,0,11,25,13,4,0,34905,882,3767,247,1426,1300,5000
2023-11-07,Orthopédie,19,3.08,16,12,24,8,0,3,48348,923,3796,0,1289,1500,6000
2023-11-07,Pneumologie,30,4.33,4,14,24,13,4,0,31504,896,3487,406,1052,1300,5000
2023-11-08,Orthopédie,23,2.85,8,15,27,10,0,9,42323,960,3810,0,0,1500,6000
2023-11-08,Pneumologie,31,4.18,2,13,27,9,4,0,35940,834,3568,424,1424,1300,5000
2023-11-09,Orthopédie,23,2.52,22,11,25,12,0,10,41094,924,3759,0,1140,1500,6000
2023-11-09,Pneumologie,33,3.83,5,11,28,10,6,0,35494,848,3551,244,1865,1300,5000
2023-11-10,Orthopédie,28,3.71,0,14,24,13,0,8,46941,865,3572,487,2308,1500,6000
2023-11-10,Pneumologie,32,3.77,0,13,28,9,5,0,35100,870,3565,329,1562,1300,5000
2023-11-11,Orthopédie,21,3.12,7,12,25,11,0,10,43390,946,3697,0,2246,1500,6000
2023-11-11,Pneumologie,23,4.32,2,13,25,10,3,0,34268,933,3534,0,1944,1300,5000
2023-11-12,Orthopédie,25,3.21,0,13,24,13,0,10,46771,953,3660,0,1056,1500,6000
2023-11-12,Pneumologie,31,3.51,3,13,26,10,5,0,35162,865,3707,226,1222,1300,5000
2023-11-13,Orthopédie,27,3.13,0,12,28,9,0,8,43329,919,3681,0,2423,1500,6000
